Gait ID, VID_RGB_000, VID_RGB_000, VID_RGB_000, VID_RGB_000, VID_RGB_001, VID_RGB_001, VID_RGB_001, VID_RGB_001, VID_RGB_002, VID_RGB_002, VID_RGB_002, VID_RGB_002, VID_RGB_003, VID_RGB_003, VID_RGB_003, VID_RGB_003, VID_RGB_004, VID_RGB_004, VID_RGB_004, VID_RGB_004, VID_RGB_005, VID_RGB_005, VID_RGB_005, VID_RGB_005, VID_RGB_006, VID_RGB_006, VID_RGB_006, VID_RGB_006, VID_RGB_007, VID_RGB_007, VID_RGB_007, VID_RGB_007, VID_RGB_008, VID_RGB_008, VID_RGB_008, VID_RGB_008, VID_RGB_009, VID_RGB_009, VID_RGB_009, VID_RGB_009, VID_RGB_010, VID_RGB_010, VID_RGB_010, VID_RGB_010, VID_RGB_011, VID_RGB_011, VID_RGB_011, VID_RGB_011, VID_RGB_012, VID_RGB_012, VID_RGB_012, VID_RGB_012, VID_RGB_013, VID_RGB_013, VID_RGB_013, VID_RGB_013, VID_RGB_014, VID_RGB_014, VID_RGB_014, VID_RGB_014, VID_RGB_015, VID_RGB_015, VID_RGB_015, VID_RGB_015, VID_RGB_016, VID_RGB_016, VID_RGB_016, VID_RGB_016, VID_RGB_017, VID_RGB_017, VID_RGB_017, VID_RGB_017, VID_RGB_018, VID_RGB_018, VID_RGB_018, VID_RGB_018, VID_RGB_019, VID_RGB_019, VID_RGB_019, VID_RGB_019, VID_RGB_020, VID_RGB_020, VID_RGB_020, VID_RGB_020, VID_RGB_021, VID_RGB_021, VID_RGB_021, VID_RGB_021, VID_RGB_022, VID_RGB_022, VID_RGB_022, VID_RGB_022, VID_RGB_023, VID_RGB_023, VID_RGB_023, VID_RGB_023, VID_RGB_024, VID_RGB_024, VID_RGB_024, VID_RGB_024, VID_RGB_025, VID_RGB_025, VID_RGB_025, VID_RGB_025, VID_RGB_026, VID_RGB_026, VID_RGB_026, VID_RGB_026, VID_RGB_027, VID_RGB_027, VID_RGB_027, VID_RGB_027, VID_RGB_028, VID_RGB_028, VID_RGB_028, VID_RGB_028, VID_RGB_029, VID_RGB_029, VID_RGB_029, VID_RGB_029, VID_RGB_030, VID_RGB_030, VID_RGB_030, VID_RGB_030, VID_RGB_031, VID_RGB_031, VID_RGB_031, VID_RGB_031, VID_RGB_032, VID_RGB_032, VID_RGB_032, VID_RGB_032, VID_RGB_033, VID_RGB_033, VID_RGB_033, VID_RGB_033, VID_RGB_034, VID_RGB_034, VID_RGB_034, VID_RGB_034, VID_RGB_035, VID_RGB_035, VID_RGB_035, VID_RGB_035, VID_RGB_036, VID_RGB_036, VID_RGB_036, VID_RGB_036, VID_RGB_037, VID_RGB_037, VID_RGB_037, VID_RGB_037, VID_RGB_038, VID_RGB_038, VID_RGB_038, VID_RGB_038, VID_RGB_039, VID_RGB_039, VID_RGB_039, VID_RGB_039, VID_RGB_040, VID_RGB_040, VID_RGB_040, VID_RGB_040, VID_RGB_041, VID_RGB_041, VID_RGB_041, VID_RGB_041, VID_RGB_042, VID_RGB_042, VID_RGB_042, VID_RGB_042, VID_RGB_043, VID_RGB_043, VID_RGB_043, VID_RGB_043, VID_RGB_044, VID_RGB_044, VID_RGB_044, VID_RGB_044, VID_RGB_045, VID_RGB_045, VID_RGB_045, VID_RGB_045, VID_RGB_046, VID_RGB_046, VID_RGB_046, VID_RGB_046, VID_RGB_047, VID_RGB_047, VID_RGB_047, VID_RGB_047, VID_RGB_048, VID_RGB_048, VID_RGB_048, VID_RGB_048, VID_RGB_049, VID_RGB_049, VID_RGB_049, VID_RGB_049, VID_RGB_050, VID_RGB_050, VID_RGB_050, VID_RGB_050, VID_RGB_051, VID_RGB_051, VID_RGB_051, VID_RGB_051, VID_RGB_052, VID_RGB_052, VID_RGB_052, VID_RGB_052, VID_RGB_053, VID_RGB_053, VID_RGB_053, VID_RGB_053, VID_RGB_054, VID_RGB_054, VID_RGB_054, VID_RGB_054, VID_RGB_055, VID_RGB_055, VID_RGB_055, VID_RGB_055, VID_RGB_056, VID_RGB_056, VID_RGB_056, VID_RGB_056, VID_RGB_057, VID_RGB_057, VID_RGB_057, VID_RGB_057, VID_RGB_058, VID_RGB_058, VID_RGB_058, VID_RGB_058, VID_RGB_059, VID_RGB_059, VID_RGB_059, VID_RGB_059, VID_RGB_060, VID_RGB_060, VID_RGB_060, VID_RGB_060
Participant 22,,,,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,5,,,,,,,,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,3,2,2,4,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 23,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,,,,,3,4,3,3,,,,,,,,,,,,,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,3,3,3,5,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,1,1,1,5,,,,,1,1,1,3,,,,,,,,,,,,,,,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,,,,,,,,,,,,,,,,,2,1,1,4,,,,,,,,,1,1,1,5,,,,,,,,,,,,
Participant 26,,,,,,,,,,,,,,,,,,,,,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,,,,,,,,,,,,,,,,,,,,,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,,,,,,,,,,,,,,,,,2,4,2,4,,,,,1,2,5,4,2,1,4,4,,,,,,,,,,,,,,,,
Participant 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,2,2,2,5,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,,,,,,,,,,,,,,,,,1,2,5,2,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5
Participant 28,,,,,,,,,,,,,,,,,4,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,1,1,5,4,,,,
Participant 29,2,2,1,4,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,,,,,,,,,,,,,,,,,1,2,5,2,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,,,,,,,,
Participant 30,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,4,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,,,,,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,5,1,1,3,,,,,,,,,,,,,,,,,2,1,3,4,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,4,,,,,,,,,,,,,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,4
Participant 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,,,,,,,,,1,2,1,4,,,,,,,,,,,,,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 33,,,,,,,,,,,,,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,2,2,5,3,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,2,1,4,3,3,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 34,,,,,4,2,1,3,2,4,4,3,,,,,,,,,4,1,1,5,,,,,,,,,,,,,,,,,4,1,1,5,,,,,,,,,,,,,,,,,,,,,5,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,5,4,1,1,5,,,,,,,,,,,,,,,,,,,,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,,,,,,,,
Participant 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,3,1,4,2,,,,,,,,,,,,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 36,1,5,3,1,,,,,,,,,,,,,,,,,,,,,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,5,,,,,,,,,,,,,5,1,1,4,,,,,,,,,,,,,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1
Participant 37,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,3,2,2,4,,,,,,,,,,,,,5,1,1,2,,,,,,,,,,,,,,,,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 38,,,,,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 39,4,1,1,2,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 40,,,,,,,,,,,,,4,2,2,3,,,,,,,,,,,,,,,,,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,,,,,,,,,,,,,,,,,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,2,2,3,,,,,,,,,,,,,,,,
Participant 41,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,4,1,2,4,,,,,,,,,,,,,2,3,4,4,,,,,,,,,,,,
Participant 42,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,,,,,3,2,4,3,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,3,3,3,5
Participant 43,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,2,5,1,2,,,,,,,,,,,,,,,,,,,,,3,1,1,5,,,,,5,1,1,3,4,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,,,,,1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Participant 44,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,1,1,1,5,1,5,1,1,1,1,1,5,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,
Participant 45,,,,,,,,,,,,,,,,,2,4,2,2,,,,,,,,,3,2,3,4,,,,,3,4,3,2,,,,,,,,,3,4,3,2,,,,,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,,,,,,,,,,,,,,,,,,,,
Participant 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,1,1,5,1,,,,,,,,,1,1,4,2,,,,,,,,,,,,,,,,,,,,,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,,,,,1,1,4,1,,,,,1,1,1,5,2,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,,,,,,,,
Participant 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,2,4,4,2,,,,,,,,,2,2,2,4
Participant 49,,,,,2,4,2,3,,,,,,,,,2,4,1,3,,,,,,,,,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Participant 50,2,5,2,2,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,,,,,,,,,,,,,,,,,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,2,2,4,2,2,2,4,2,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 51,,,,,,,,,,,,,,,,,,,,,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,4,,,,,,,,,1,5,1,1,,,,,2,1,1,4,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 52,,,,,,,,,2,4,3,2,,,,,,,,,,,,,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,5,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,,,,
Participant 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,3,,,,,4,1,3,5,,,,,,,,,,,,,,,,,,,,
Participant 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,1,5,2,3,,,,,2,2,1,5,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,4,1,1,1,,,,,,,,,,,,,,,,,1,1,1,4,,,,
Participant 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,,,,,,,,,,,,,1,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,,,,,,,,,,,,,,,,
Participant 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,,,,,,,,,,,,,,,,,1,5,1,3,,,,,,,,,2,2,2,4,,,,,,,,,1,1,1,5,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,
Participant 57,,,,,,,,,,,,,,,,,2,5,1,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,4,,,,,,,,,,,,,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,,1,1,4,2,,,,,,,,,3,2,2,4,,,,,1,2,2,4,,,,,,,,,,,,,,,,
Participant 58,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,,,,,,,,,,,,,,,,,4,1,1,3,,,,,,,,,,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,,,,,,,,,,,,,,,,,4,1,1,4,,,,,2,1,4,2,,,,,,,,,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 59,,,,,4,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,1,,,,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,,,,,,,,
Participant 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,,,,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,4,,,,,2,2,2,5,,,,,1,1,5,4,,,,,,,,,2,2,2,5,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,,,,,,,,,,,,
Participant 62,,,,,,,,,5,1,1,1,1,1,5,1,,,,,,,,,4,1,1,2,,,,,,,,,,,,,4,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,,,,,2,3,3,2,,,,,2,3,2,2,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2
